frames head.translateX head.translateY head.translateZ chest.translateX chest.translateY chest.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ leftShoulder.translateX leftShoulder.translateY leftShoulder.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ riHand.translateX riHand.translateY riHand.translateZ leHand.translateX leHand.translateY leHand.translateZ riFoot.translateX riFoot.translateY riFoot.translateZ leFoot.translateX leFoot.translateY leFoot.translateZ
374 -0.8845 59.4141 7.594 -0.0677 25.2036 4.5675 -13.3445 43.3513 3.992 12.5585 43.7449 5.5926 -13.3445 43.3513 3.992 -17.8586 -1.5508 -15.6412 22.7094 -2.495 15.7381 -11.747 -81.1356 25.0011 6.9156 -82.0221 -10.4186
375 -1.6648 59.4149 7.4892 -0.4217 25.2439 4.3117 -13.9849 43.2077 4.4596 11.9705 43.997 4.6661 -13.9849 43.2077 4.4596 -19.2748 -2.8531 -11.5552 23.0882 -3.0526 9.3107 -7.8069 -81.225 14.5161 7.1242 -83.6054 -4.7364
376 -1.9905 59.4738 6.6606 -0.4854 25.3014 3.9387 -14.1545 43.2535 3.8612 11.835 44.1687 3.8398 -14.1545 43.2535 3.8612 -19.5853 -4.0701 -6.8714 22.8779 -3.2027 4.2053 -5.4254 -79.2195 3.4853 7.5521 -84.4537 2.5856
377 -1.6665 59.5097 6.195 -0.2569 25.3457 3.6554 -13.8469 43.4019 3.4643 12.1669 44.1684 3.3179 -13.8469 43.4019 3.4643 -20.115 -4.3894 -1.8701 22.6362 -3.1907 -0.3578 -4.1491 -76.062 -8.3947 7.3852 -84.5524 8.8391
378 -1.2682 59.5202 6.1416 -0.0464 25.3752 3.4293 -13.5093 43.4817 3.425 12.4779 44.0977 3.003 -13.5093 43.4817 3.425 -21.3705 -3.969 2.4949 22.58 -2.8806 -4.3981 -3.3277 -72.3541 -19.9 7.4332 -84.2115 13.8626
379 -1.5495 59.5014 6.083 -0.1673 25.3982 3.209 -13.7095 43.3963 3.4142 12.2343 44.1778 2.5746 -13.7095 43.3963 3.4142 -22.5346 -3.3574 6.4461 22.659 -2.2444 -7.4631 -2.1836 -69.8589 -29.1631 8.1161 -83.6243 19.3172
380 -2.2586 59.4203 6.3528 -0.6007 25.3905 3.1831 -14.3443 43.2283 3.6598 11.5636 44.3107 2.3839 -14.3443 43.2283 3.6598 -23.1134 -2.8266 10.0052 22.5701 -1.6112 -9.3226 -0.5998 -71.4189 -33.4083 9.148 -83.031 24.5278
381 -3.5912 59.2329 7.2438 -1.5849 25.2845 3.537 -15.6065 42.8892 4.5618 10.2389 44.3998 2.7045 -15.6065 42.8892 4.5618 -23.7694 -2.6639 13.248 21.9204 -1.1457 -9.8858 1.0815 -75.0426 -33.0098 11.0503 -81.8771 29.9878
382 -5.8003 58.8443 8.6169 -2.8002 25.0306 4.1468 -17.3983 42.1161 5.8467 8.3412 44.5151 3.6315 -17.3983 42.1161 5.8467 -24.4146 -3.4106 15.3731 21.3879 -0.6385 -9.0833 3.0363 -77.6665 -27.4017 14.351 -80.1365 33.4434
383 -7.208 58.4587 10.2019 -3.1237 24.869 4.7024 -18.2696 41.4306 6.8062 7.4236 44.6332 5.1866 -18.2696 41.4306 6.8062 -24.5076 -4.7202 14.3947 22.0055 -0.1561 -7.1536 5.2426 -78.2277 -21.2694 16.3932 -79.1189 30.3479
384 -7.228 58.4294 10.5718 -2.8207 24.9279 4.6952 -18.0688 41.4068 6.6928 7.6557 44.7141 5.8157 -18.0688 41.4068 6.6928 -24.0491 -5.5444 10.7021 22.7281 -0.3038 -4.9812 6.3143 -79.5859 -15.0406 17.1197 -78.126 22.5111
385 -6.1491 58.6942 9.7579 -2.3291 25.0547 4.4505 -17.2459 41.9144 5.9539 8.5741 44.6716 5.3 -17.2459 41.9144 5.9539 -23.0262 -5.6299 6.3176 22.7745 -1.2453 -2.4271 5.2118 -81.7528 -7.7406 16.8401 -76.673 13.3896
386 -5.1408 58.9093 8.7777 -1.9883 25.1383 4.2372 -16.5708 42.3779 5.1001 9.3321 44.5899 4.6192 -16.5708 42.3779 5.1001 -21.7612 -5.4537 1.5107 22.7062 -2.0484 0.9564 3.6294 -83.063 -0.6086 16.1275 -74.38 3.0753
387 -4.6725 59.0698 7.695 -1.9267 25.2077 3.8363 -16.3244 42.654 4.0941 9.6171 44.567 3.8806 -16.3244 42.654 4.0941 -21.0148 -4.9742 -3.8978 22.6574 -2.2358 4.7231 2.3859 -83.5495 6.247 15.4751 -71.3319 -7.1986
388 -4.3755 59.1824 6.936 -1.905 25.2551 3.4926 -16.174 42.7762 3.3391 9.7589 44.5215 3.4595 -16.174 42.7762 3.3391 -20.7355 -4.1009 -9.3317 22.8483 -1.8944 8.4504 1.2764 -83.6647 12.8244 14.4772 -68.716 -16.6968
389 -3.8894 59.2266 6.8612 -1.8024 25.2788 3.3905 -15.9172 42.9097 3.1439 10.0118 44.4174 3.4576 -15.9172 42.9097 3.1439 -20.7191 -2.8024 -13.7714 23.2251 -1.3824 11.55 -0.0044 -83.4635 18.6658 12.3677 -67.2569 -25.465
390 -3.3501 59.1878 7.2889 -1.6263 25.2887 3.4679 -15.6483 43.0409 3.4078 10.2997 44.3423 3.5821 -15.6483 43.0409 3.4078 -20.7135 -1.3464 -17.1057 23.6941 -0.8565 13.7071 -1.067 -82.8877 23.6315 8.652 -68.3926 -32.2664
391 -1.8413 59.208 7.5971 -0.7864 25.333 3.6202 -14.4245 43.3762 3.2148 11.5262 44.1377 4.0715 -14.4245 43.3762 3.2148 -19.6023 -0.0245 -19.5988 23.9772 -0.5901 16.5348 -4.2272 -81.4909 29.4342 3.9994 -71.7238 -33.7496
392 0.3764 59.1411 8.3362 0.4694 25.2999 3.9519 -12.478 43.7425 3.1642 13.3793 43.6222 5.2721 -12.478 43.7425 3.1642 -18.0042 1.0914 -21.1384 23.7882 -0.9779 19.4555 -9.7231 -79.7456 34.3878 0.4558 -74.4973 -29.7779
393 0.9322 58.9698 9.5247 0.6986 25.2142 4.4264 -12.0234 43.7263 4.1597 13.8095 43.3374 6.1065 -12.0234 43.7263 4.1597 -18.1801 1.4315 -20.662 23.5089 -1.537 19.9194 -11.6782 -79.3882 35.1319 -0.9674 -76.3442 -24.3319
394 -0.0354 58.8961 10.1101 0.1897 25.1706 4.7337 -12.8156 43.4419 4.9662 13.0377 43.4758 6.2413 -12.8156 43.4419 4.9662 -19.0047 0.4947 -18.5505 23.1637 -1.9068 18.3673 -10.9321 -79.8279 31.3143 -0.8198 -78.2771 -18.0628
395 -1.2018 58.8795 10.1857 -0.2869 25.1663 4.7478 -13.7316 43.1198 5.3528 12.1305 43.7673 5.9576 -13.7316 43.1198 5.3528 -19.6673 -0.9806 -15.6709 22.9702 -2.378 14.7176 -9.9501 -80.2348 23.57 -0.043 -80.0462 -11.7832
396 -2.5402 58.9128 9.6681 -0.8848 25.2005 4.4517 -14.7509 42.8444 5.2244 11.1111 44.1341 5.2173 -14.7509 42.8444 5.2244 -20.3087 -2.7127 -12.0601 22.2723 -2.6722 10.0092 -8.9873 -79.8606 13.7544 1.3235 -82.3905 -5.8736
397 -3.2724 59.0156 8.4975 -1.1424 25.2516 4.0477 -15.2448 42.7816 4.403 10.6237 44.3822 4.2258 -15.2448 42.7816 4.403 -20.477 -4.2254 -7.5926 21.6184 -2.7933 5.8821 -8.6983 -78.1315 3.5591 2.2862 -84.0834 0.4981
398 -3.0611 59.1265 7.504 -0.9305 25.3199 3.6626 -15.0226 42.9192 3.6812 10.8678 44.4604 3.343 -15.0226 42.9192 3.6812 -20.7465 -4.7473 -2.8752 21.4926 -2.8784 1.7742 -8.7221 -75.4546 -7.1478 2.8619 -84.9472 6.0106
399 -2.4924 59.2239 6.8649 -0.5994 25.3753 3.3297 -14.5177 43.0951 3.2537 11.3877 44.4048 2.7912 -14.5177 43.0951 3.2537 -21.5998 -4.4291 1.2633 21.6878 -2.8467 -1.7223 -8.5013 -72.3068 -17.389 3.4052 -85.2258 11.2811
400 -2.2319 59.2659 6.5449 -0.3667 25.4024 3.1325 -14.2065 43.1743 2.9057 11.6985 44.379 2.5953 -14.2065 43.1743 2.9057 -22.2785 -3.7943 4.9366 22.3107 -2.5709 -4.0339 -6.9786 -69.7455 -26.2643 4.169 -84.7954 16.7051
401 -2.2025 59.2334 6.6242 -0.337 25.4066 3.095 -14.159 43.2106 2.8948 11.756 44.3858 2.5497 -14.159 43.2106 2.8948 -22.685 -3.0704 8.2357 22.7155 -2.2935 -5.4697 -4.5837 -69.9034 -32.7493 4.8084 -83.843 21.9443
402 -3.2374 59.1031 7.0739 -1.0703 25.3626 3.2189 -15.1157 42.9982 3.4629 10.7778 44.5026 2.4895 -15.1157 42.9982 3.4629 -23.3155 -2.7496 11.2328 22.3712 -1.8748 -6.4794 -1.4877 -73.2822 -34.621 6.8454 -82.6108 27.1379
403 -5.4499 58.7763 8.1235 -2.4468 25.1528 3.7174 -17.014 42.2998 4.6858 8.7519 44.6376 2.9143 -17.014 42.2998 4.6858 -24.1577 -3.2567 14.029 21.697 -1.2366 -6.8927 1.2261 -76.4194 -30.9435 10.6371 -80.752 31.867
404 -7.3721 58.3758 9.3944 -3.2719 24.9221 4.2525 -18.4356 41.4964 5.6269 7.2159 44.7322 4.055 -18.4356 41.4964 5.6269 -24.4924 -4.4293 14.6383 21.8263 -0.6005 -6.0248 3.7137 -77.6553 -25.2582 13.5102 -79.4781 32.3577
405 -7.7802 58.2483 10.1328 -3.1384 24.9157 4.4429 -18.5443 41.2739 5.8508 7.1089 44.7969 5.0564 -18.5443 41.2739 5.8508 -24.0885 -5.448 12.1251 22.4296 -0.4029 -4.5548 5.0707 -78.7192 -19.6624 14.0586 -79.2637 27.3967
406 -7.2139 58.4169 9.746 -2.6839 25.0252 4.2995 -17.981 41.5398 5.3295 7.7297 44.8374 5.0474 -17.981 41.5398 5.3295 -23.1221 -5.9162 7.8355 22.4009 -0.8999 -2.8004 5.0409 -80.6559 -13.3531 13.9771 -78.8524 19.7534
407 -6.186 58.6429 9.0667 -2.2082 25.1146 4.205 -17.1969 41.9683 4.7379 8.5978 44.7825 4.6923 -17.1969 41.9683 4.7379 -21.7945 -5.904 3.001 22.0634 -1.6604 -0.7968 4.0169 -82.6404 -6.9366 13.8695 -77.5468 9.7536
408 -5.5394 58.8362 8.1182 -2.0671 25.168 3.9876 -16.8194 42.2921 4.0991 9.0457 44.7341 4.0152 -16.8194 42.2921 4.0991 -20.7303 -5.5767 -1.8343 21.8581 -2.1328 1.7574 2.9407 -83.8565 0.085 14.0678 -74.7076 -0.5922
409 -5.425 58.9506 7.3559 -2.1616 25.1893 3.752 -16.8484 42.3869 3.5616 9.0353 44.7246 3.5344 -16.8484 42.3869 3.5616 -20.2198 -5.0073 -6.7994 21.9941 -2.0529 4.9251 2.1067 -84.3226 6.8227 14.456 -71.0587 -10.6768
410 -5.0416 59.0409 7.0627 -2.0969 25.223 3.5588 -16.6429 42.4939 3.2233 9.2345 44.6552 3.4481 -16.6429 42.4939 3.2233 -19.9908 -3.9645 -11.4218 22.5178 -1.7343 7.921 0.9206 -84.4245 12.7607 14.1541 -67.795 -20.3439
411 -4.5814 59.1439 6.4851 -1.9558 25.2616 3.384 -16.329 42.6653 2.5141 9.5502 44.5709 3.3574 -16.329 42.6653 2.5141 -19.6421 -2.9889 -15.0121 22.922 -1.2167 11.5069 -0.8851 -83.7831 19.6659 13.3344 -66.697 -27.016
412 -4.1529 59.1865 6.2781 -1.7367 25.2821 3.4252 -15.9935 42.7993 2.0957 9.8899 44.5404 3.4971 -15.9935 42.7993 2.0957 -18.9145 -2.2921 -17.3446 23.1692 -0.4843 14.9826 -2.8187 -82.4442 26.2883 11.9742 -69.1319 -30.9733
413 -2.7514 59.2337 6.8764 -0.9428 25.3224 3.638 -14.9076 43.1025 2.4461 10.9999 44.3863 3.9989 -14.9076 43.1025 2.4461 -18.1913 -1.312 -18.7128 23.8575 -0.1811 17.1681 -5.4522 -81.1391 31.4644 8.9716 -73.388 -32.3259
414 -0.6731 59.2526 7.6204 0.1412 25.2995 3.9964 -13.2454 43.4737 2.9345 12.65 43.9646 4.8694 -13.2454 43.4737 2.9345 -17.4909 -0.4566 -19.2023 24.314 -0.4258 19.3266 -9.348 -79.0403 36.5531 6.1357 -76.7136 -28.6166
415 0.2525 59.1764 8.5376 0.4664 25.211 4.4914 -12.5806 43.5785 3.8734 13.3162 43.6187 5.6834 -12.5806 43.5785 3.8734 -17.7357 -0.2646 -18.2736 24.358 -0.8502 20.3495 -11.0554 -77.9857 37.9827 4.524 -78.3306 -22.5145
416 -0.0115 59.102 9.2704 0.1331 25.1646 4.7668 -12.951 43.5007 4.8415 12.9849 43.5644 5.9423 -12.951 43.5007 4.8415 -18.74 -0.6052 -16.4928 24.3471 -1.5065 18.6405 -10.3677 -79.2484 32.807 3.4568 -79.9558 -17.013
417 -0.5157 59.1283 9.1146 -0.2494 25.1812 4.6755 -13.4632 43.4373 4.9996 12.493 43.6703 5.5439 -13.4632 43.4373 4.9996 -19.6261 -1.3944 -14.3975 23.9937 -2.2785 15.1314 -9.7453 -80.4382 23.2992 2.8008 -81.6371 -11.5814
418 -1.1651 59.1997 8.4399 -0.6053 25.2146 4.4454 -14.0158 43.371 4.6639 11.9569 43.8606 4.8482 -14.0158 43.371 4.6639 -20.2177 -2.5033 -11.7177 23.2671 -2.8874 10.9309 -9.0712 -80.3462 11.7852 2.7073 -83.4171 -6.0712
419 -1.5523 59.3188 7.3772 -0.7198 25.2713 4.0792 -14.2747 43.4142 3.8894 11.7332 44.0324 4.0798 -14.2747 43.4142 3.8894 -20.5194 -3.5058 -8.475 22.5419 -3.2609 6.8311 -8.5035 -78.6424 0.4126 2.5547 -84.5011 -0.0786
420 -1.7272 59.4325 6.4246 -0.6067 25.3284 3.7161 -14.2446 43.4241 3.2026 11.7754 44.1681 3.4482 -14.2446 43.4241 3.2026 -21.1264 -4.097 -4.6521 22.2867 -3.3038 2.9612 -7.0966 -75.9866 -10.0482 2.952 -84.6805 5.6708
421 -1.5135 59.4856 6.1633 -0.3128 25.3572 3.5557 -13.9072 43.4344 3.0789 12.0958 44.1684 3.2518 -13.9072 43.4344 3.0789 -22.2204 -4.0594 -0.7818 22.4332 -3.1521 -0.6043 -5.7198 -73.201 -20.0307 3.2244 -84.2261 10.6946
422 -1.4179 59.486 6.1864 -0.2001 25.3683 3.4789 -13.7485 43.4513 3.1644 12.2387 44.1351 3.1166 -13.7485 43.4513 3.1644 -23.341 -3.6666 2.8359 22.5841 -2.8371 -3.6311 -4.1998 -71.0134 -28.5126 3.5631 -83.3392 15.4826
423 -1.5754 59.4606 6.1962 -0.3309 25.3823 3.3364 -13.8863 43.438 3.2605 12.0775 44.1422 2.7548 -13.8863 43.438 3.2605 -23.8802 -3.1874 6.0602 22.474 -2.5139 -5.982 -2.7447 -71.049 -34.264 4.4776 -82.3991 20.6654
424 -2.1876 59.3813 6.4221 -0.8518 25.3607 3.359 -14.5316 43.3116 3.6908 11.3844 44.195 2.3851 -14.5316 43.3116 3.6908 -24.043 -2.8538 9.0738 21.9321 -2.25 -7.4487 -1.819 -73.8523 -35.8215 6.3875 -81.5013 26.0272
425 -3.3838 59.2172 7.1409 -1.7162 25.2415 3.7651 -15.664 42.9414 4.5716 10.1727 44.2478 2.6519 -15.664 42.9414 4.5716 -24.2186 -2.9138 11.6698 21.3753 -2.0585 -7.2251 -0.5674 -77.322 -32.4319 9.1557 -80.0907 31.545
426 -4.8385 58.9758 8.2793 -2.5065 25.0659 4.2315 -16.8746 42.3899 5.5889 8.8974 44.3359 3.5419 -16.8746 42.3899 5.5889 -24.2743 -3.6018 12.494 21.2213 -1.7939 -5.843 0.7738 -79.3482 -27.2012 12.433 -78.6687 35.0932
427 -5.532 58.7632 9.48 -2.6612 24.9763 4.5899 -17.3212 42.0262 6.3285 8.4406 44.4041 4.6328 -17.3212 42.0262 6.3285 -23.8723 -4.5379 10.6416 21.6203 -1.6565 -3.8849 1.9803 -80.2556 -22.7406 14.572 -78.5588 32.5127
428 -5.7203 58.674 9.9284 -2.5512 25.0041 4.5392 -17.3054 41.9454 6.2157 8.4629 44.4699 5.0995 -17.3054 41.9454 6.2157 -23.108 -5.2915 6.2863 22.2396 -1.7048 -1.6537 3.0192 -80.8127 -18.6406 16.1349 -78.9638 23.5841
429 -5.1038 58.7713 9.5007 -2.2753 25.0807 4.3485 -16.8185 42.2546 5.6198 9.0018 44.4324 4.7936 -16.8185 42.2546 5.6198 -21.844 -5.4115 1.5666 22.5614 -2.1388 1.3229 2.503 -82.0938 -13.3716 16.8775 -78.5271 13.0626
430 -4.3481 58.8968 8.8297 -1.988 25.1464 4.1886 -16.2683 42.5905 4.8742 9.6146 44.3722 4.4261 -16.2683 42.5905 4.8742 -20.36 -5.0496 -3.4312 22.8065 -2.3655 5.0167 1.618 -83.2917 -7.8929 16.4657 -77.0391 2.2102
431 -3.8174 58.9651 8.4097 -1.8738 25.1868 4.0208 -15.9317 42.7959 4.4369 9.9797 44.3214 4.1072 -15.9317 42.7959 4.4369 -19.9139 -4.0768 -8.8026 23.1279 -2.1526 8.3542 0.8341 -84.0166 -3.2637 15.4265 -74.7679 -9.1039
432 -3.7276 59.0575 7.6154 -1.8314 25.2214 3.818 -15.83 42.8674 3.53 10.0896 44.3416 3.905 -15.83 42.8674 3.53 -19.693 -3.0005 -13.6251 23.592 -1.2694 12.763 0.3221 -84.1395 2.4607 14.5849 -72.3328 -17.7325
433 -3.7534 59.1506 6.7643 -1.6746 25.2564 3.6866 -15.706 42.8524 2.4815 10.1773 44.4117 3.915 -15.706 42.8524 2.4815 -18.9793 -2.1586 -17.4027 23.9013 0.2547 17.8135 -0.5202 -83.5094 9.059 14.1582 -71.169 -23.3685
434 -4.0132 59.1327 6.8512 -1.6763 25.2494 3.7381 -15.8662 42.7788 2.4857 10.0216 44.5068 4.1071 -15.8662 42.7788 2.4857 -18.8318 -1.2644 -19.8595 24.225 1.775 21.2442 -1.0359 -82.664 14.453 12.9897 -72.5889 -27.9672
435 -3.5406 59.1585 7.1525 -1.3126 25.269 3.8417 -15.4061 42.9254 2.4877 10.4862 44.4818 4.624 -15.4061 42.9254 2.4877 -18.2413 -0.3692 -21.5089 24.1224 2.7537 24.1857 -2.8352 -82.0509 19.9343 11.261 -75.887 -29.1869
436 -1.9397 59.2163 7.5728 -0.3496 25.2701 4.1644 -14.0175 43.2442 2.5695 11.8311 44.1927 5.4563 -14.0175 43.2442 2.5695 -17.0711 0.13 -21.8129 24.0623 3.089 26.8864 -6.5094 -81.141 25.8217 9.6484 -78.5984 -25.3406
437 -1.0062 59.1596 8.3543 0.1718 25.2054 4.5533 -13.2951 43.3167 3.324 12.5499 43.9059 6.1333 -13.2951 43.3167 3.324 -16.7502 0.0957 -20.7972 24.2615 2.7312 27.5945 -8.8908 -80.174 29.8556 8.7254 -80.8122 -20.6055
438 -1.0895 59.0926 8.9636 -0.1126 25.1924 4.625 -13.6006 43.3097 4.3732 12.3592 43.8673 5.8778 -13.6006 43.3097 4.3732 -17.8259 -0.2757 -18.7896 24.5034 1.5761 24.8655 -8.7371 -80.1226 28.695 8.2864 -81.8831 -16.7619
439 -1.4407 59.0912 8.8121 -0.3978 25.2175 4.4657 -14.0222 43.2236 4.9397 11.9646 43.9851 4.8731 -14.0222 43.2236 4.9397 -18.6295 -1.2863 -15.9634 24.7201 0.2023 19.997 -7.4494 -80.196 22.0094 8.6212 -82.5446 -12.7351
440 -1.7817 59.1599 8.048 -0.5028 25.2501 4.2612 -14.2451 43.1618 4.5772 11.7109 44.0857 4.0731 -14.2451 43.1618 4.5772 -18.3645 -2.5503 -13.1827 24.1177 -1.1528 15.3277 -6.9196 -79.3034 12.5094 9.6898 -83.6145 -7.9401
441 -1.7354 59.2472 7.3195 -0.4844 25.2838 4.0552 -14.1618 43.2615 4.0142 11.8045 44.0712 3.6414 -14.1618 43.2615 4.0142 -18.0437 -3.4736 -10.2605 23.1294 -2.4782 10.7355 -6.5377 -77.4209 1.9175 9.9321 -84.5101 -3.1947
442 -1.3849 59.3228 6.8698 -0.3663 25.3089 3.9089 -13.8996 43.3912 3.9534 12.07 44.0108 3.1578 -13.8996 43.3912 3.9534 -18.5533 -4.0215 -6.4923 23.151 -3.2271 5.6396 -5.3732 -74.7094 -8.2643 9.5928 -84.7432 1.284
443 -1.2972 59.3639 6.5845 -0.4348 25.3299 3.7461 -13.9145 43.4318 4.1386 12.0231 44.0262 2.5323 -13.9145 43.4318 4.1386 -19.8982 -4.2327 -2.2902 23.7675 -3.1832 0.7444 -3.7882 -72.2655 -17.1007 9.1029 -84.4505 5.8078
444 -1.155 59.3611 6.4742 -0.518 25.3528 3.5492 -13.9809 43.4888 4.2936 11.9198 44.0623 1.9747 -13.9809 43.4888 4.2936 -21.6444 -3.985 1.3138 24.5567 -2.7253 -3.063 -2.3155 -70.9003 -24.4919 7.4897 -83.737 10.3376
445 -0.4916 59.2995 6.5936 -0.4519 25.3664 3.451 -13.7249 43.6348 4.5796 12.1058 43.983 1.4886 -13.7249 43.6348 4.5796 -23.5198 -3.2459 4.5399 25.3479 -2.3749 -5.7941 -1.1592 -71.7146 -29.2306 4.1411 -82.7393 15.5292
446 -0.0392 59.1554 7.0416 -0.7234 25.3469 3.5324 -13.7911 43.7651 5.2409 11.9154 43.8734 1.152 -13.7911 43.7651 5.2409 -25.4095 -2.3698 7.4268 25.3946 -2.1994 -7.5721 0.492 -74.4146 -31.001 0.0975 -81.8085 21.1905
447 -0.0004 58.9487 7.9329 -1.3265 25.2645 3.8652 -14.3061 43.767 6.365 11.246 43.752 1.3542 -14.3061 43.767 6.365 -27.2738 -1.7071 9.8378 25.0397 -2.141 -7.9647 2.0744 -77.511 -29.2861 -3.8365 -80.1866 27.5282
448 -0.5554 58.7455 8.5715 -2.0591 25.1346 4.2049 -15.185 43.4752 7.332 10.1948 43.6778 1.6639 -15.185 43.4752 7.332 -28.9986 -1.6211 11.3182 24.9107 -2.0986 -6.861 3.0708 -80.489 -23.5152 -6.6418 -77.8867 33.7973
449 -1.4265 58.6341 8.4273 -2.723 25.0014 4.397 -16.1223 43.078 7.6222 9.1441 43.6969 1.6317 -16.1223 43.078 7.6222 -30.293 -2.0071 11.5118 24.7682 -2.1551 -4.3848 4.2499 -82.5156 -15.528 -7.5979 -75.6137 38.6948
450 -2.2045 58.4831 9.0106 -3.046 24.8658 4.7939 -16.8059 42.5973 8.0861 8.4877 43.7846 2.3943 -16.8059 42.5973 8.0861 -30.6919 -2.9066 9.99 24.6937 -1.9882 -1.4958 6.2016 -83.0666 -8.37 -6.4995 -74.5395 40.5226
451 -3.1605 59.6886 -0.3258 -1.717 25.3661 0.6953 -16.0696 43.296 -0.6355 10.4392 45.4425 -1.1764 -16.0696 43.296 -0.6355 -18.624 -5.1245 5.4473 17.5428 -2.359 9.3906 -5.0777 -86.5542 0.6702 18.0822 -84.994 0.0079
452 -3.1082 59.6909 -0.3264 -1.7428 25.3632 0.6922 -16.0435 43.3109 -0.6643 10.4672 45.4359 -1.1597 -16.0435 43.3109 -0.6643 -18.7369 -5.0994 5.391 17.6 -2.3563 9.3496 -5.246 -86.4766 0.7335 17.8885 -84.9496 0.0446
453 -3.1103 59.6969 -0.1461 -1.7994 25.3632 0.8145 -16.0552 43.3211 -0.5558 10.4521 45.4328 -0.9817 -16.0552 43.3211 -0.5558 -18.8557 -5.0833 5.36 17.7152 -2.3531 9.4348 -5.3479 -86.336 0.7525 17.6726 -84.8535 -0.0123
454 -3.1494 59.7018 0.0973 -1.8685 25.3617 0.9633 -16.0926 43.3206 -0.4034 10.4092 45.4333 -0.7411 -16.0926 43.3206 -0.4034 -18.9634 -5.0614 5.3563 17.8315 -2.3428 9.5784 -5.516 -86.1407 0.7083 17.4769 -84.7005 -0.0675
455 -3.173 59.7099 0.3474 -1.9135 25.3608 1.0896 -16.1141 43.325 -0.2175 10.3806 45.4222 -0.5131 -16.1141 43.325 -0.2175 -19.0533 -5.0446 5.3213 17.9674 -2.3711 9.6155 -5.791 -85.956 0.596 17.2237 -84.5887 -0.1952
456 -3.075 59.7242 0.4608 -1.8786 25.3664 1.1441 -16.0412 43.3515 -0.1474 10.446 45.3862 -0.3835 -16.0412 43.3515 -0.1474 -19.1354 -4.9649 5.2419 18.1316 -2.4517 9.4989 -6.1723 -85.803 0.6093 16.82 -84.5854 -0.2692
457 -2.8228 59.7513 0.3911 -1.724 25.3831 1.1249 -15.834 43.4254 -0.2404 10.6571 45.3399 -0.3367 -15.834 43.4254 -0.2404 -19.2102 -4.7984 5.1151 18.3136 -2.5456 9.3472 -6.7334 -85.6184 0.9036 16.2459 -84.6362 -0.108
458 -2.3769 59.7849 0.1221 -1.4604 25.4061 1.0289 -15.4896 43.5496 -0.5419 11.0208 45.2878 -0.3355 -15.4896 43.5496 -0.5419 -19.3006 -4.5097 4.8488 18.4808 -2.6428 9.2969 -7.4854 -85.3254 1.5837 15.4967 -84.6708 0.5067
459 -1.6782 59.8265 -0.0263 -1.0934 25.4331 0.9746 -14.963 43.735 -0.7742 11.5763 45.22 -0.184 -14.963 43.735 -0.7742 -19.3263 -4.1904 4.3833 18.6893 -2.7719 9.367 -8.3142 -84.88 2.3463 14.6185 -84.6741 1.062
460 -0.8495 59.8642 0.0243 -0.6826 25.4563 0.9941 -14.3273 43.9559 -0.8594 12.2398 45.1223 0.1121 -14.3273 43.9559 -0.8594 -19.4036 -3.5787 3.8137 18.9551 -2.9736 9.4203 -8.8933 -84.1359 2.9549 13.6529 -84.6347 1.1933
461 0.2444 59.8887 0.2977 -0.1471 25.4731 1.0874 -13.4874 44.2316 -0.8487 13.0877 44.9295 0.5695 -13.4874 44.2316 -0.8487 -19.4322 -2.9933 2.6638 19.2689 -3.3099 9.5991 -8.7218 -82.4643 3.7043 12.4305 -84.6417 0.5226
462 1.2352 59.8924 0.4787 0.3442 25.4724 1.1695 -12.6937 44.4632 -0.9436 13.8387 44.6699 1.0685 -12.6937 44.4632 -0.9436 -19.4207 -2.5861 0.3985 19.4757 -3.6343 10.4287 -8.7198 -80.0204 4.9808 11.2541 -84.8002 -0.7287
463 2.1838 59.87 0.7284 0.7909 25.4591 1.2785 -11.8967 44.6477 -1.1581 14.5248 44.3583 1.6936 -11.8967 44.6477 -1.1581 -19.4692 -2.3352 -3.3582 19.2136 -3.7021 12.8573 -8.384 -77.397 7.5727 9.9489 -84.8713 -2.1802
464 2.1081 59.8873 1.2469 0.8111 25.4609 1.5732 -11.8629 44.6397 -1.1508 14.4177 44.3321 2.6511 -11.8629 44.6397 -1.1508 -19.6229 -2.0543 -8.5024 18.1479 -2.687 17.335 -6.8945 -74.7012 12.4698 9.7491 -85.035 -4.1533
465 1.2002 59.9111 2.4338 0.4961 25.4644 2.1235 -12.4776 44.5122 -0.6377 13.6926 44.5937 4.0693 -12.4776 44.5122 -0.6377 -19.915 -0.9977 -14.6695 15.9793 -0.2119 23.2931 -4.6109 -71.8652 18.7577 10.376 -85.0193 -7.2826
466 -0.3432 59.8654 4.0227 -0.0821 25.435 2.798 -13.6026 44.2715 0.2325 12.5186 45.0661 5.6914 -13.6026 44.2715 0.2325 -20.032 1.0875 -20.365 12.8305 4.0417 29.5482 -1.7228 -69.2215 25.4705 11.5657 -84.785 -11.9456
467 -2.0004 59.7244 5.4947 -0.6995 25.3532 3.4886 -14.7992 43.9686 1.1065 11.279 45.5691 7.2291 -14.7992 43.9686 1.1065 -19.6725 3.3353 -24.1096 9.467 9.5009 34.3389 1.2382 -67.3104 30.6868 13.0272 -84.2464 -17.3814
