frames head.translateX head.translateY head.translateZ chest.translateX chest.translateY chest.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ leftShoulder.translateX leftShoulder.translateY leftShoulder.translateZ rightShoulder.translateX rightShoulder.translateY rightShoulder.translateZ riHand.translateX riHand.translateY riHand.translateZ leHand.translateX leHand.translateY leHand.translateZ riFoot.translateX riFoot.translateY riFoot.translateZ leFoot.translateX leFoot.translateY leFoot.translateZ
185 1.2454 59.2676 6.8269 0.5464 25.3782 3.3201 -11.2228 42.3147 2.8043 13.2178 42.2925 3.2608 -11.2228 42.3147 2.8043 -18.2478 -6.2773 -2.977 19.8789 -7.041 0.0979 -12.0507 -87.1735 -9.9714 10.6069 -86.7714 -10.1037
186 1.2174 59.2628 6.8648 0.5313 25.3775 3.3309 -11.2436 42.3106 2.8299 13.1976 42.2955 3.2819 -11.2436 42.3106 2.8299 -18.2703 -6.2779 -2.9797 19.8987 -7.0313 0.0808 -11.9073 -87.1645 -9.9644 10.7647 -86.7686 -10.0699
187 1.1846 59.2577 6.8961 0.516 25.3771 3.3394 -11.2642 42.3069 2.8472 13.1773 42.2988 3.2969 -11.2642 42.3069 2.8472 -18.3086 -6.2772 -2.9851 19.9362 -7.0199 0.088 -11.7562 -87.1563 -9.9516 10.9266 -86.7653 -10.0283
188 1.145 59.2533 6.9196 0.5019 25.3768 3.3462 -11.2892 42.2998 2.8579 13.1529 42.3062 3.3092 -11.2892 42.2998 2.8579 -18.3536 -6.281 -2.9893 19.9938 -7.0033 0.1044 -11.6004 -87.1467 -9.9345 11.0893 -86.7584 -9.9786
189 1.0955 59.2483 6.9437 0.486 25.3764 3.3541 -11.3213 42.2906 2.867 13.1219 42.3172 3.32 -11.3213 42.2906 2.867 -18.4118 -6.2868 -2.9875 20.0076 -6.9851 0.1328 -11.4581 -87.1349 -9.9292 11.239 -86.751 -9.9555
190 1.0382 59.2434 6.952 0.4717 25.3769 3.3531 -11.3567 42.2795 2.8597 13.0875 42.3328 3.3147 -11.3567 42.2795 2.8597 -18.486 -6.2954 -2.9799 20.0025 -6.9653 0.1379 -11.3343 -87.1262 -9.9215 11.3747 -86.751 -9.9496
191 0.9782 59.242 6.9413 0.4556 25.3786 3.3424 -11.3945 42.269 2.8427 13.0511 42.3498 3.2966 -11.3945 42.269 2.8427 -18.5808 -6.3016 -2.9665 19.9666 -6.9477 0.1217 -11.2574 -87.1197 -9.907 11.465 -86.7632 -9.96
192 0.9155 59.244 6.9235 0.4313 25.3803 3.3324 -11.4326 42.2618 2.8294 13.0139 42.3629 3.2763 -11.4326 42.2618 2.8294 -18.6896 -6.3025 -2.9476 19.8966 -6.9391 0.1042 -11.2283 -87.1163 -9.8909 11.5105 -86.7854 -9.997
193 0.854 59.2471 6.9079 0.4172 25.3811 3.3292 -11.4636 42.2519 2.8149 12.9843 42.3757 3.279 -11.4636 42.2519 2.8149 -18.7916 -6.308 -2.919 19.8143 -6.932 0.1104 -11.2246 -87.1168 -9.8531 11.53 -86.8082 -10.0258
194 0.8099 59.2504 6.9021 0.4294 25.3806 3.3307 -11.476 42.2389 2.7972 12.9741 42.3924 3.3047 -11.476 42.2389 2.7972 -18.8615 -6.3202 -2.8838 19.7712 -6.9182 0.1477 -11.2653 -87.1153 -9.7923 11.5018 -86.8296 -10.0403
195 0.7751 59.2537 6.9081 0.4339 25.3803 3.3319 -11.4852 42.2314 2.7822 12.9668 42.4059 3.3365 -11.4852 42.2314 2.7822 -18.8976 -6.3307 -2.852 19.7492 -6.9088 0.2366 -11.3354 -87.1149 -9.706 11.4393 -86.8489 -10.0362
196 0.7562 59.2564 6.9142 0.4303 25.3809 3.3276 -11.487 42.2336 2.7626 12.9661 42.4116 3.3596 -11.487 42.2336 2.7626 -18.8979 -6.335 -2.8304 19.7606 -6.9061 0.3471 -11.4313 -87.1166 -9.6077 11.349 -86.8682 -10.0267
197 0.7485 59.2591 6.9165 0.4201 25.3824 3.3161 -11.4901 42.2406 2.7461 12.9649 42.4143 3.3689 -11.4901 42.2406 2.7461 -18.881 -6.3334 -2.8349 19.777 -6.9063 0.4675 -11.5604 -87.12 -9.5148 11.2238 -86.8908 -10.0337
198 0.737 59.2609 6.9127 0.4073 25.3836 3.3082 -11.5018 42.2431 2.7301 12.9543 42.419 3.37 -11.5018 42.2431 2.7301 -18.8545 -6.336 -2.8742 19.7918 -6.9023 0.6182 -11.7132 -87.1262 -9.4404 11.071 -86.9152 -10.0605
199 0.7029 59.2618 6.8992 0.3983 25.3846 3.3008 -11.5106 42.2445 2.7079 12.9465 42.4231 3.3648 -11.5106 42.2445 2.7079 -18.8198 -6.3389 -2.9392 19.8159 -6.8985 0.7471 -11.9009 -87.1334 -9.368 10.8818 -86.9413 -10.0831
200 0.6718 59.2648 6.881 0.3912 25.3861 3.2884 -11.5141 42.2486 2.6842 12.9445 42.4261 3.3572 -11.5141 42.2486 2.6842 -18.7967 -6.3347 -3.0243 19.8607 -6.8948 0.8616 -12.1317 -87.1406 -9.2904 10.6476 -86.9688 -10.092
201 0.6505 59.27 6.8612 0.3818 25.3879 3.2736 -11.5176 42.2549 2.6641 12.9431 42.4278 3.3516 -11.5176 42.2549 2.6641 -18.7925 -6.3253 -3.1125 19.8736 -6.8953 0.9739 -12.4115 -87.1481 -9.1968 10.3605 -86.997 -10.0811
202 0.639 59.275 6.8309 0.3801 25.3901 3.2528 -11.5146 42.2605 2.6372 12.9481 42.4304 3.3324 -11.5146 42.2605 2.6372 -18.7907 -6.3167 -3.1876 19.8729 -6.8968 1.0666 -12.7268 -87.1563 -9.0867 10.0361 -87.0245 -10.051
203 0.6301 59.2775 6.8059 0.386 25.3915 3.2378 -11.5074 42.2631 2.6166 12.9566 42.4342 3.3083 -11.5074 42.2631 2.6166 -18.7874 -6.3134 -3.2253 19.8716 -6.8957 1.1183 -13.0688 -87.1636 -8.9723 9.6801 -87.0482 -10.0208
204 0.6256 59.2803 6.7844 0.3894 25.3926 3.2262 -11.5043 42.2655 2.6032 12.9616 42.4384 3.2852 -11.5043 42.2655 2.6032 -18.7901 -6.3137 -3.219 19.8694 -6.8938 1.1306 -13.4411 -87.1702 -8.8511 9.2887 -87.0694 -9.9916
205 0.6276 59.2849 6.7537 0.3925 25.3939 3.2128 -11.5025 42.2682 2.5858 12.9656 42.4426 3.2596 -11.5025 42.2682 2.5858 -18.7961 -6.3178 -3.1815 19.8703 -6.8906 1.1203 -13.8453 -87.1769 -8.7057 8.8596 -87.0908 -9.9391
206 0.6288 59.2916 6.7125 0.3905 25.3957 3.1955 -11.5036 42.2723 2.5637 12.9662 42.4454 3.2273 -11.5036 42.2723 2.5637 -18.7995 -6.3228 -3.1105 19.8769 -6.8887 1.1064 -14.2579 -87.1868 -8.5357 8.4116 -87.1107 -9.8657
207 0.6422 59.3008 6.6692 0.3866 25.3977 3.176 -11.5027 42.2781 2.5464 12.969 42.4459 3.1973 -11.5027 42.2781 2.5464 -18.7973 -6.3239 -3.0153 19.8965 -6.886 1.0807 -14.6499 -87.1986 -8.355 7.9679 -87.1275 -9.7832
208 0.6518 59.3113 6.6282 0.3801 25.3999 3.1553 -11.501 42.2859 2.5339 12.972 42.4456 3.1629 -11.501 42.2859 2.5339 -18.7769 -6.3235 -2.8792 19.9095 -6.8859 1.0642 -15.0502 -87.1859 -8.1575 7.525 -87.1411 -9.6818
209 0.6541 59.3218 6.5904 0.3719 25.402 3.1352 -11.4965 42.2957 2.5255 12.9779 42.4432 3.1307 -11.4965 42.2957 2.5255 -18.7624 -6.3133 -2.6304 19.9388 -6.8846 1.1389 -15.4588 -87.167 -7.9528 7.0955 -87.1512 -9.5584
210 0.65 59.3291 6.5696 0.3763 25.4031 3.1229 -11.4893 42.2977 2.5321 12.9871 42.4459 3.1099 -11.4893 42.2977 2.5321 -18.7943 -6.2746 -2.0762 20.0056 -6.8749 1.3455 -15.815 -87.15 -7.757 6.716 -87.1549 -9.4413
211 0.6379 59.333 6.5652 0.3962 25.4031 3.1179 -11.4798 42.29 2.5381 12.9978 42.4569 3.106 -11.4798 42.29 2.5381 -18.9849 -6.1349 -0.8228 20.0137 -6.8588 1.5543 -16.1348 -87.1326 -7.5845 6.3705 -87.1539 -9.3432
212 0.6332 59.3324 6.573 0.4395 25.4022 3.1157 -11.4534 42.2844 2.5262 13.0266 42.4712 3.1148 -11.4534 42.2844 2.5262 -19.2203 -5.7816 1.4322 19.9916 -6.8424 1.6154 -16.4389 -87.1147 -7.4171 6.0369 -87.1513 -9.2605
213 0.6462 59.3159 6.604 0.5118 25.3994 3.1224 -11.3976 42.2872 2.4748 13.0868 42.48 3.1455 -11.3976 42.2872 2.4748 -19.0387 -5.116 4.4377 20.0196 -6.8273 1.5619 -16.7335 -87.0934 -7.2827 5.714 -87.1434 -9.231
214 0.7146 59.2808 6.6482 0.6129 25.3956 3.1254 -11.3111 42.309 2.374 13.1836 42.4771 3.1884 -11.3111 42.309 2.374 -18.3906 -4.016 7.8815 20.1498 -6.8293 1.4888 -16.9571 -87.0796 -7.1385 5.461 -87.1309 -9.2053
215 0.8447 59.2277 6.7058 0.7365 25.3922 3.1078 -11.1797 42.3694 2.2536 13.3361 42.45 3.21 -11.1797 42.3694 2.2536 -17.2234 -2.2827 11.9263 20.3969 -6.8577 1.4752 -17.1285 -87.0819 -6.8584 5.2557 -87.121 -9.0896
216 1.0213 59.1518 6.8279 0.8576 25.3856 3.1136 -11.0159 42.4736 2.198 13.5337 42.3876 3.2229 -11.0159 42.4736 2.198 -15.2575 0.3071 16.4782 20.7089 -6.92 1.4972 -17.3016 -87.0928 -6.4394 5.0371 -87.1122 -8.9136
217 1.0884 59.0582 7.0146 0.8387 25.3866 3.1142 -10.9427 42.6188 2.1386 13.6392 42.3079 3.2533 -10.9427 42.6188 2.1386 -12.7775 3.7358 20.8145 21.0367 -6.9761 1.4503 -17.2366 -87.117 -6.1866 5.0502 -87.0807 -8.8981
218 1.0653 58.9368 7.2619 0.7518 25.3879 3.1449 -10.9152 42.7845 2.1002 13.6971 42.2147 3.3052 -10.9152 42.7845 2.1002 -9.5205 8.5977 24.6056 21.383 -7.0289 1.4074 -17.0331 -87.1542 -5.9592 5.1938 -87.0416 -8.9186
219 1.0441 58.7834 7.4845 0.6762 25.3891 3.1664 -10.8619 42.9706 2.0321 13.7833 42.1003 3.3403 -10.8619 42.9706 2.0321 -6.3353 14.0232 27.2001 21.6778 -7.1145 1.3689 -16.8414 -87.1932 -5.6701 5.3239 -87.0132 -8.8635
220 0.9868 58.5946 7.6914 0.5587 25.3928 3.175 -10.8218 43.1708 1.9604 13.8559 41.9684 3.3486 -10.8218 43.1708 1.9604 -3.2839 19.4152 28.4195 21.9011 -7.2265 1.3629 -16.5529 -87.2395 -5.4155 5.5565 -86.9842 -8.7983
221 0.8818 58.3864 7.8888 0.4129 25.3961 3.1859 -10.8245 43.3617 1.8909 13.8821 41.8478 3.335 -10.8245 43.3617 1.8909 -1.112 24.378 28.9123 22.0417 -7.3371 1.4785 -16.1623 -87.288 -5.2873 5.9092 -86.952 -8.7608
222 0.7932 58.1675 8.0969 0.3085 25.3946 3.2241 -10.8189 43.5218 1.8359 13.9074 41.7453 3.3326 -10.8189 43.5218 1.8359 -0.5265 28.9869 29.783 22.0848 -7.4453 1.6597 -15.7758 -87.3247 -5.3302 6.2843 -86.9194 -8.7812
223 0.6803 57.9219 8.332 0.2043 25.3873 3.3096 -10.8147 43.6517 1.81 13.9201 41.6462 3.3593 -10.8147 43.6517 1.81 -0.1596 33.0784 30.2346 22.0398 -7.5552 1.8604 -15.39 -87.3481 -5.5647 6.6809 -86.8801 -8.9002
224 0.5289 57.6472 8.5922 0.1224 25.3722 3.4515 -10.8177 43.7574 1.7971 13.9223 41.5613 3.4305 -10.8177 43.7574 1.7971 0.253 36.3116 30.311 21.9467 -7.6507 2.053 -14.999 -87.3587 -5.9638 7.0995 -86.8316 -9.1133
225 0.3433 57.3548 8.8292 0.0601 25.3579 3.5741 -10.8166 43.8568 1.7095 13.92 41.4968 3.5118 -10.8166 43.8568 1.7095 0.423 39.0176 30.4524 21.848 -7.7188 2.2119 -14.5912 -87.3614 -6.4424 7.543 -86.7793 -9.3547
226 0.1513 57.0617 8.993 0.0027 25.3553 3.5958 -10.7932 43.9674 1.4896 13.9245 41.4534 3.5382 -10.7932 43.9674 1.4896 0.5747 41.2052 30.4438 21.7819 -7.7651 2.3359 -14.172 -87.3619 -6.905 8.0004 -86.7334 -9.5433
227 -0.0411 56.765 9.1284 -0.0487 25.3576 3.5768 -10.7633 44.0709 1.2439 13.9292 41.4282 3.5324 -10.7633 44.0709 1.2439 0.7463 42.8288 30.3643 21.7758 -7.7854 2.3611 -13.7541 -87.36 -7.3357 8.4509 -86.6907 -9.7214
228 -0.2308 56.5038 9.2569 -0.1082 25.3617 3.5415 -10.7618 44.1468 1.027 13.9029 41.425 3.5411 -10.7618 44.1468 1.027 0.932 43.9706 30.2383 21.8386 -7.7687 2.2806 -13.3718 -87.3561 -7.7092 8.8616 -86.6551 -9.8845
229 -0.4297 56.3051 9.3766 -0.148 25.3665 3.4986 -10.8094 44.2373 0.8616 13.8503 41.4539 3.5598 -10.8094 44.2373 0.8616 1.1688 44.8491 29.9894 21.9665 -7.7054 2.0689 -12.9772 -87.3596 -7.9699 9.2769 -86.6275 -10.0079
230 -0.6672 56.1231 9.5135 -0.1774 25.3691 3.4737 -10.9157 44.3805 0.7496 13.7764 41.5036 3.624 -10.9157 44.3805 0.7496 1.479 45.6404 29.5537 22.1604 -7.6027 1.7861 -12.5754 -87.3687 -8.1444 9.6915 -86.6051 -10.1074
231 -0.8986 55.9872 9.6125 -0.2005 25.369 3.473 -11.0228 44.4957 0.6645 13.701 41.5546 3.7272 -11.0228 44.4957 0.6645 1.9005 46.2513 29.1093 22.4309 -7.4826 1.5227 -12.2101 -87.378 -8.2707 10.0656 -86.5905 -10.1932
232 -1.1336 55.9093 9.6209 -0.2263 25.368 3.4781 -11.1257 44.6131 0.5917 13.6372 41.5962 3.802 -11.1257 44.6131 0.5917 2.4116 46.6323 28.8518 22.7445 -7.3683 1.2994 -11.8434 -87.3868 -8.3812 10.4429 -86.576 -10.2957
233 -1.4003 55.8311 9.578 -0.2673 25.3686 3.4677 -11.2493 44.7503 0.52 13.5638 41.6338 3.8254 -11.2493 44.7503 0.52 2.8867 46.8525 28.6846 23.0405 -7.2644 1.1543 -11.4476 -87.3908 -8.5343 10.8524 -86.5529 -10.4458
234 -1.662 55.7384 9.5223 -0.313 25.3704 3.4453 -11.3665 44.8857 0.4236 13.4871 41.6672 3.8302 -11.3665 44.8857 0.4236 3.2691 47.0098 28.5066 23.3108 -7.1654 1.0828 -11.026 -87.3909 -8.7156 11.287 -86.5237 -10.6029
235 -1.8901 55.6479 9.4651 -0.368 25.3723 3.4188 -11.476 45.0199 0.3086 13.4093 41.695 3.835 -11.476 45.0199 0.3086 3.5355 47.1212 28.3759 23.4791 -7.0875 1.1111 -10.5949 -87.3894 -8.8932 11.7327 -86.4927 -10.7366
236 -2.0688 55.5791 9.4024 -0.4248 25.3756 3.3771 -11.5658 45.1279 0.1913 13.3402 41.7174 3.832 -11.5658 45.1279 0.1913 3.7069 47.1853 28.2558 23.5885 -7.0286 1.2578 -10.1487 -87.385 -9.0789 12.1953 -86.4572 -10.8669
237 -2.2054 55.5553 9.3484 -0.4726 25.3797 3.3272 -11.6401 45.179 0.0977 13.2742 41.7455 3.821 -11.6401 45.179 0.0977 3.8267 47.1909 28.1409 23.6108 -6.9803 1.4833 -9.7005 -87.3776 -9.2634 12.6568 -86.4177 -10.9949
238 -2.3052 55.5725 9.3184 -0.514 25.3831 3.2845 -11.7128 45.1963 0.0405 13.2058 41.7778 3.814 -11.7128 45.1963 0.0405 3.9185 47.1778 28.0525 23.5365 -6.949 1.7497 -9.3467 -87.3238 -9.4631 13.0961 -86.3777 -11.113
239 -2.3978 55.6185 9.2979 -0.5478 25.3859 3.2467 -11.7837 45.1917 0.0058 13.1355 41.8139 3.814 -11.7837 45.1917 0.0058 3.9987 47.1593 27.9822 23.4077 -6.918 2.0716 -8.9696 -87.257 -9.6299 13.5213 -86.3391 -11.2002
240 -2.4855 55.6726 9.2546 -0.5688 25.3894 3.2057 -11.8366 45.1678 -0.0347 13.0772 41.848 3.8062 -11.8366 45.1678 -0.0347 4.0833 47.1427 27.8928 23.2281 -6.8957 2.4167 -8.6133 -87.201 -9.715 13.9152 -86.3143 -11.2085
241 -2.5612 55.7252 9.2035 -0.5821 25.393 3.164 -11.8944 45.1282 -0.0655 13.0195 41.8859 3.7815 -11.8944 45.1282 -0.0655 4.1391 47.1184 27.7829 23.0513 -6.8633 2.7436 -8.2636 -87.1578 -9.7175 14.2958 -86.2981 -11.1524
242 -2.623 55.7811 9.1869 -0.5882 25.3957 3.134 -11.962 45.06 -0.0496 12.9571 41.9324 3.7563 -11.962 45.06 -0.0496 4.0783 47.0554 27.7245 22.8721 -6.8252 3.0334 -7.8661 -87.1248 -9.6947 14.7164 -86.2727 -11.0809
243 -2.6547 55.8686 9.1828 -0.5654 25.3988 3.1107 -12.0037 44.9579 0.0125 12.918 41.9849 3.7199 -12.0037 44.9579 0.0125 3.7776 46.8758 27.8416 22.6803 -6.7955 3.2936 -7.4385 -87.1 -9.6546 15.1634 -86.2392 -10.9831
244 -2.6318 56.0079 9.1765 -0.5073 25.4026 3.0901 -12.0015 44.819 0.1157 12.9154 42.0371 3.6929 -12.0015 44.819 0.1157 3.1671 46.4684 28.3192 22.4751 -6.7738 3.5163 -7.0678 -87.0858 -9.5415 15.5478 -86.2208 -10.8045
245 -2.5284 56.2074 9.1431 -0.3918 25.4069 3.0787 -11.9004 44.573 0.2783 12.9814 42.0753 3.698 -11.9004 44.573 0.2783 2.2722 45.6558 29.3652 22.2993 -6.7729 3.6874 -6.7728 -87.0785 -9.3921 15.8472 -86.2238 -10.5591
246 -2.3442 56.4778 9.0625 -0.2216 25.41 3.0803 -11.7282 44.2198 0.5779 13.1086 42.1045 3.6781 -11.7282 44.2198 0.5779 0.9728 44.0887 30.7739 22.1767 -6.7884 3.8441 -6.5335 -87.0773 -9.2082 16.083 -86.2386 -10.2622
247 -2.1268 56.8166 9.058 -0.0477 25.4079 3.1173 -11.6698 43.8144 1.0153 13.1447 42.1818 3.679 -11.6698 43.8144 1.0153 -0.9229 41.5775 32.1218 21.9898 -6.7641 3.8811 -6.3393 -87.0745 -9.035 16.2705 -86.252 -9.9603
248 -1.8544 57.1881 9.1101 0.1102 25.4016 3.1792 -11.8742 43.5388 1.5128 13.024 42.3175 3.7237 -11.8742 43.5388 1.5128 -3.4199 37.9968 33.1445 21.6757 -6.6791 3.7093 -6.273 -87.0702 -8.8217 16.3305 -86.2857 -9.596
249 -1.5376 57.5238 9.034 0.1831 25.3932 3.2558 -11.8378 43.2982 2.1397 13.0774 42.3024 3.7625 -11.8378 43.2982 2.1397 -5.9962 33.566 33.6605 21.4683 -6.7328 3.6263 -6.1868 -87.0746 -8.5871 16.4073 -86.3124 -9.1477
250 -1.2389 57.8406 8.9394 0.2178 25.3844 3.3342 -11.8158 43.0495 2.7551 13.0774 42.2915 3.7636 -11.8158 43.0495 2.7551 -9.0032 28.4152 33.6349 21.2619 -6.7733 3.4474 -6.1902 -87.0837 -8.3061 16.3977 -86.3544 -8.658
251 -0.9688 58.1402 8.7822 0.1873 25.3814 3.3653 -11.8055 42.8298 3.2311 13.0264 42.2859 3.6925 -11.8055 42.8298 3.2311 -12.3496 22.6066 32.723 21.0873 -6.8026 3.1666 -6.2666 -87.1035 -7.9394 16.3153 -86.4161 -8.0879
252 -0.7524 58.3924 8.6016 0.1406 25.3807 3.3757 -11.8165 42.6106 3.5062 12.9253 42.3136 3.6059 -11.8165 42.6106 3.5062 -15.8441 16.5398 30.6653 20.9311 -6.7912 2.7258 -6.3523 -87.1271 -7.5745 16.2231 -86.477 -7.526
253 -0.5666 58.5797 8.4791 0.1285 25.3767 3.4127 -11.8364 42.3868 3.6799 12.8087 42.3649 3.5905 -11.8364 42.3868 3.6799 -19.3664 10.5165 27.2938 20.848 -6.7354 2.1205 -6.5207 -87.137 -7.3622 16.0529 -86.5353 -7.1346
254 -0.4201 58.7149 8.4016 0.1115 25.3735 3.441 -11.868 42.2117 3.7771 12.6957 42.4158 3.6084 -11.868 42.2117 3.7771 -22.2537 5.0609 22.5278 20.8972 -6.6604 1.43 -6.738 -87.1359 -7.2939 15.8407 -86.5817 -6.9118
255 -0.2869 58.7955 8.3791 0.1059 25.3705 3.4677 -11.8814 42.1012 3.8145 12.6269 42.4529 3.6521 -11.8814 42.1012 3.8145 -23.7495 1.1753 17.2692 21.0469 -6.5772 0.7137 -7.0033 -87.1243 -7.3588 15.581 -86.6075 -6.8528
256 -0.1539 58.8446 8.3582 0.1238 25.3716 3.4569 -11.8788 42.0401 3.7941 12.6016 42.4848 3.6956 -11.8788 42.0401 3.7941 -24.5978 -1.6762 12.0718 21.2699 -6.4792 -0.0236 -7.3685 -87.1157 -7.4188 15.2303 -86.6293 -6.8525
257 -0.0834 58.8666 8.3388 0.1221 25.3724 3.4498 -11.8919 42.0084 3.767 12.5764 42.501 3.7325 -11.8919 42.0084 3.767 -25.0068 -3.6476 7.1809 21.5648 -6.3714 -0.6356 -7.7356 -87.1131 -7.477 14.8831 -86.6244 -6.9146
258 -0.0935 58.8708 8.3195 0.0828 25.3717 3.4581 -11.9592 41.9813 3.7467 12.5057 42.5226 3.7422 -11.9592 41.9813 3.7467 -24.8762 -4.9628 2.1836 21.891 -6.2507 -1.0637 -8.0302 -87.1141 -7.5698 14.6035 -86.5805 -7.0308
259 -0.0285 58.8699 8.289 0.0663 25.3699 3.4745 -11.9954 41.9632 3.7307 12.4652 42.5338 3.7177 -11.9954 41.9632 3.7307 -24.1232 -5.5155 -2.5884 22.1284 -6.1731 -1.3008 -8.4689 -87.1093 -7.693 14.2064 -86.5459 -7.1822
260 0.0458 58.8715 8.2638 0.0567 25.3678 3.4925 -12.0171 41.9497 3.7527 12.4401 42.5376 3.6845 -12.0171 41.9497 3.7527 -23.3301 -5.4708 -6.0819 22.2779 -6.1317 -1.363 -8.9693 -87.1 -7.8523 13.7498 -86.5259 -7.3687
261 0.1129 58.8816 8.226 0.0475 25.366 3.508 -12.0222 41.9545 3.7584 12.4336 42.5301 3.6575 -12.0222 41.9545 3.7584 -22.7056 -5.1747 -8.3541 22.284 -6.1436 -1.2278 -9.4898 -87.0879 -8.028 13.2497 -86.5256 -7.5465
262 0.1815 58.8934 8.197 0.0445 25.3635 3.5286 -11.9934 41.9913 3.7406 12.4693 42.5012 3.6693 -11.9934 41.9913 3.7406 -22.1113 -4.8839 -9.591 22.2119 -6.1992 -0.973 -10.0003 -87.0731 -8.2118 12.7394 -86.5522 -7.767
263 0.2909 58.9102 8.1482 0.0871 25.3629 3.5327 -11.898 42.0534 3.6768 12.5744 42.4535 3.697 -11.898 42.0534 3.6768 -21.3957 -4.6775 -10.0967 22.076 -6.299 -0.6546 -10.5944 -87.0551 -8.325 12.1435 -86.6063 -7.9903
264 0.4543 58.9231 8.1068 0.1616 25.3621 3.5345 -11.7674 42.1147 3.5987 12.7086 42.4011 3.7273 -11.7674 42.1147 3.5987 -20.6784 -4.5768 -10.093 21.882 -6.421 -0.3496 -11.2665 -87.0374 -8.3796 11.4725 -86.6555 -8.2392
265 0.6385 58.9291 8.0803 0.2342 25.3601 3.5429 -11.636 42.1696 3.5349 12.8402 42.3485 3.7552 -11.636 42.1696 3.5349 -20.0535 -4.5911 -9.7146 21.6482 -6.5538 -0.0922 -11.9724 -87.0293 -8.3645 10.7643 -86.6904 -8.4932
266 0.7589 58.9292 8.0845 0.2869 25.3563 3.5672 -11.5486 42.1994 3.5104 12.9259 42.3112 3.8 -11.5486 42.1994 3.5104 -19.5913 -4.7184 -9.0694 21.3931 -6.6605 0.1154 -12.6752 -87.0323 -8.3074 10.0522 -86.7076 -8.7626
267 0.79 58.9247 8.1309 0.3219 25.349 3.6201 -11.5181 42.1926 3.5242 12.9506 42.3006 3.8731 -11.5181 42.1926 3.5242 -19.3838 -4.9294 -8.1863 21.1048 -6.7286 0.3552 -13.3427 -87.0438 -8.233 9.3724 -86.7057 -9.0431
268 0.7565 58.918 8.1753 0.355 25.3411 3.6762 -11.5346 42.1517 3.5413 12.9263 42.3196 3.9458 -11.5346 42.1517 3.5413 -19.3853 -5.1847 -7.1401 20.8351 -6.7604 0.6616 -13.9778 -87.0642 -8.1148 8.7254 -86.6996 -9.2832
269 0.6875 58.9128 8.1715 0.3845 25.3363 3.7077 -11.5662 42.1069 3.5345 12.8907 42.3502 3.9704 -11.5662 42.1069 3.5345 -19.48 -5.4319 -6.0074 20.6435 -6.7772 0.9979 -14.5755 -87.1021 -7.899 8.106 -86.7044 -9.4219
270 0.6421 58.9228 8.0989 0.4184 25.3379 3.6894 -11.5586 42.0903 3.4958 12.9005 42.37 3.9362 -11.5586 42.0903 3.4958 -19.6095 -5.6131 -4.8405 20.5466 -6.7973 1.4006 -15.174 -87.1531 -7.5472 7.4735 -86.7336 -9.4224
271 0.6826 58.9423 7.9608 0.4763 25.342 3.6454 -11.5045 42.0946 3.4239 12.9588 42.3738 3.8557 -11.5045 42.0946 3.4239 -19.7577 -5.7214 -3.6779 20.4604 -6.8385 1.7875 -15.8499 -87.1916 -7.0935 6.738 -86.7846 -9.3144
272 0.7826 58.97 7.7782 0.5364 25.3436 3.6182 -11.4149 42.1187 3.3363 13.0493 42.3507 3.7541 -11.4149 42.1187 3.3363 -19.8862 -5.7672 -2.5751 20.3938 -6.9003 2.1632 -16.5836 -87.1703 -6.5058 5.9486 -86.8372 -9.0429
273 0.9128 59.0022 7.6126 0.6096 25.3402 3.6243 -11.296 42.1498 3.2831 13.1698 42.3118 3.6892 -11.296 42.1498 3.2831 -19.9374 -5.7835 -1.6036 20.4083 -6.9684 2.5378 -17.2601 -87.1446 -5.7879 5.2539 -86.8716 -8.5925
274 1.0589 59.0276 7.5316 0.682 25.3307 3.6757 -11.1795 42.1754 3.3232 13.2898 42.2657 3.685 -11.1795 42.1754 3.3232 -19.8776 -5.7948 -0.8222 20.4938 -7.0321 2.8479 -17.8054 -87.1229 -5.0776 4.6834 -86.8795 -8.1206
275 1.1853 59.0464 7.5653 0.725 25.3189 3.75 -11.0955 42.1977 3.4606 13.3779 42.2179 3.7501 -11.0955 42.1977 3.4606 -19.7301 -5.8118 -0.2796 20.6043 -7.0849 3.0543 -18.2204 -87.0997 -4.5291 4.2297 -86.8697 -7.7812
276 1.3674 59.0562 7.6212 0.7863 25.3045 3.8341 -10.9789 42.2253 3.6054 13.4971 42.1579 3.826 -10.9789 42.2253 3.6054 -19.5369 -5.8191 0.073 20.7618 -7.1423 3.1544 -18.6242 -87.0691 -4.0467 3.7818 -86.8619 -7.4958
277 1.5825 59.0713 7.6427 0.8693 25.2912 3.897 -10.8344 42.2599 3.7036 13.643 42.0966 3.8883 -10.8344 42.2599 3.7036 -19.3204 -5.8116 0.2045 20.9188 -7.2081 3.1377 -18.9839 -87.0377 -3.6191 3.3785 -86.8508 -7.2415
278 1.8059 59.0859 7.6541 0.9596 25.2781 3.9515 -10.6836 42.2901 3.777 13.792 42.0387 3.9476 -10.6836 42.2901 3.777 -19.0883 -5.7922 0.1002 21.1026 -7.2726 2.9967 -19.3003 -87.0059 -3.2651 3.0207 -86.8367 -7.0393
279 2.0367 59.096 7.6726 1.0464 25.2654 4.0005 -10.5382 42.3167 3.8361 13.9332 41.9833 4.0106 -10.5382 42.3167 3.8361 -18.8558 -5.7766 -0.2396 21.2748 -7.3329 2.7713 -19.6098 -86.9705 -2.9681 2.6765 -86.8163 -6.8784
